數據集編號,數據集名稱（繁體）,數據集名稱（簡體）,數據集名稱（葡文）,數據集名稱（英文）,摘要（繁體）,摘要（簡體）,摘要（葡文）,摘要（英文）,數據分類（繁體）,數據分類（簡體）,數據分類（葡文）,數據分類（英文）,開放條件,數據格式,是否地理空間數據,提供部門/實體（繁體）,提供部門/實體（簡體）,提供部門/實體（葡文）,提供部門/實體（英文）,提供部門/實體聯絡電話,提供部門/實體聯絡電郵,目録API,更新頻率,下載次數,瀏覽次數,最後更新時間,首次發佈時間
6e232e15-1db5-4e82-96e3-4f15510afe87,按行業及所持身份證明文件的發出國家/地區統計外地僱員人數,按行业及所持身份证明文件的发出国家/地区统计外地雇员人数,Número de trabalhadores não residentes por ramo de actividade económica e por país/território de emissão de documento de identificação,,按行業及所持身份證明文件的發出國家/地區統計外地僱員人數,按行业及所持身份证明文件的发出国家/地区统计外地雇员人数,Número de trabalhadores não residentes por ramo de actividade económica e por país/território de emissão de documento de identificação,,就業   ,就业   ,Emprego   ,,完全開放,JSON,否,勞工事務局,劳工事务局,Direcção dos Serviços para os Assuntos Laborais,,28564109,dsalinfo@dsal.gov.mo,https://api.data.gov.mo/document/download/6e232e15-1db5-4e82-96e3-4f15510afe87?token=null&isNeedFile=0&lang=TC,每月,0,49,2022-01-07 14:51:41,2022-01-07 14:51:41
73809a1a-3ed3-42ec-92c2-2e5ca5b196dd,備有輪椅停靠設備的巴士數量 ,备有轮椅停靠设备的巴士数量 ,Número de autocarros com lugares para cadeira de rodas,,備有輪椅停靠設備的巴士數量 ,备有轮椅停靠设备的巴士数量 ,Número de autocarros com lugares para cadeira de rodas,,公共交通   ,公共交通   ,Transportes Públicos   ,,完全開放,XLSX,否,交通事務局,交通事务局,Direcção dos Serviços para os Assuntos de Tráfego,,88666363,info@dsat.gov.mo,https://api.data.gov.mo/document/download/73809a1a-3ed3-42ec-92c2-2e5ca5b196dd?token=null&isNeedFile=0&lang=TC,每季,36,49,2022-09-01 01:00:08,2020-12-15 11:55:49
d2cbcc6a-c90d-4d44-81ca-0932dd70aa99,郵政網絡資料,邮政网络资料,Informações sobre a rede postal,,全澳的郵政分局位置、電話、辦公時間及所提供的服務,全澳的邮政分局位置、电话、办公时间及所提供的服务,"Localizações, números de telefone, horários de funcionamento e serviços prestados de todas as estações postais de Macau
",,城市環境   ,城市环境   ,Ambiente Urbano   ,,完全開放,XLSX,否,郵電局,郵電局,CTT,,83968813,exp@ctt.gov.mo,https://api.data.gov.mo/document/download/d2cbcc6a-c90d-4d44-81ca-0932dd70aa99?token=null&isNeedFile=0&lang=TC,按需要,26,49,2023-06-19 08:37:28,2021-12-03 11:25:12
3f85a540-691c-4463-822e-634446f0ee9f,財務管理範疇與政府有協議的私人藥房,财务管理范畴与政府有协议的私人药房,"Farmácias privadas e convencionadas com o Governo, na área de gestão financeira",,財務管理範疇中，與政府有協議的私人藥房,财务管理范畴中，与政府有协议的私人药房,"Convenções com farmácias privadas, na área de gestão financeira",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/3f85a540-691c-4463-822e-634446f0ee9f?token=null&isNeedFile=0&lang=TC,每年,35,48,2022-11-26 13:10:52,2019-11-13 09:51:49
57fc99fd-b8fa-4256-859d-6e6c2da66788,CEPA貨物出口貨值,CEPA货物出口货值,Valor das exportações de mercadorias no âmbito do CEPA,,按每月方式，提供CEPA貨物出口貨值統計資料,按每月方式，提供CEPA货物出口货值统计资料,Dados estatísticos do valor das exportações de mercadorias no âmbito do CEPA disponibilizados mensalmente,,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,CSV,否,經濟及科技發展局,经济及科技发展局,Direcção dos Serviços de Economia e Desenvolvimento Tecnológico,,(853) 2888 2088,info@dsedt.gov.mo,https://api.data.gov.mo/document/download/57fc99fd-b8fa-4256-859d-6e6c2da66788?token=null&isNeedFile=0&lang=TC,每月,34,48,2023-09-05 16:20:46,2020-10-30 12:03:02
6931bfb3-7ad7-4815-ac3e-7a0b9f0f788c,公積金制度-供款人登記之註銷-按任用方式劃分,公积金制度-供款人登记之注销-按任用方式划分,Regime de Previdência - Cancelamento de inscrição de contribuintes - por formas de provimento,,按任用方式統計當年公積金制度中供款人登記之註銷之人數,按任用方式统计当年公积金制度中供款人登记之注销之人数,Estatística do número de cancelamento de inscrição de contribuintes do Regime de Previdência desse ano por formas de provimento,,行政及法律事務   ,行政及法律事务   ,Assuntos Administrativo e Jurídico   ,,完全開放,CSV,否,退休基金會,退休基金会,Fundo de Pensões,,2835 6556,fp@fp.gov.mo,https://api.data.gov.mo/document/download/6931bfb3-7ad7-4815-ac3e-7a0b9f0f788c?token=null&isNeedFile=0&lang=TC,每年,31,48,2023-05-30 10:42:16,2021-05-24 14:55:37
6e8c001a-ed63-4d96-9b7b-bc947bdb44f2,2021年1月至9月職業安全健康巡查之數據,2021年1月至9月职业安全健康巡查之数据,--,,"2021年1月至9月職業安全健康巡查之數據
",2021年1月至9月职业安全健康巡查之数据,--,,就業   ,就业   ,Emprego   ,,完全開放,XLSX,否,勞工事務局,劳工事务局,Direcção dos Serviços para os Assuntos Laborais,,2871 9936,dsaldsso@dsal.gov.mo,https://api.data.gov.mo/document/download/6e8c001a-ed63-4d96-9b7b-bc947bdb44f2?token=null&isNeedFile=0&lang=TC,每月,35,48,2021-10-11 16:13:59,2021-10-11 16:13:59
7c09e60a-4290-4729-9675-dd47460dddd6,工業單位每平方米平均價格,工业单位每平方米平均价格,Preço médio por metro quadrado das fracções autónomas industriais,,每平方米實用面積平均成交價。,每平方米实用面积平均成交价。,Refere-se ao preço médio de transacção por metro quadrado de área útil.,,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,XLSX,否,統計暨普查局,统计暨普查局,Direcção dos Serviços de Estatística e Censos,,(853) 8399 5311,info@dsec.gov.mo ,https://api.data.gov.mo/document/download/7c09e60a-4290-4729-9675-dd47460dddd6?token=null&isNeedFile=0&lang=TC,每季,30,48,2023-08-31 12:35:49,2020-08-13 14:40:25
b7ef2411-a129-4979-a1e4-fd072b58c2dc,本地生產總值實質變動率,本地生产总值实质变动率,Taxa de variação real do Produto Interno Bruto (PIB),,剔除價格變化因素後的物量變動，用以衡量經濟發展速度。,剔除价格变化因素后的物量变动，用以衡量经济发展速度。,"É a variação de volume depois de deduzido o efeito da variação de preços, servindo para medir a velocidade do desenvolvimento económico.",,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,XLSX,否,統計暨普查局,统计暨普查局,Direcção dos Serviços de Estatística e Censos,,(853) 8399 5311,info@dsec.gov.mo ,https://api.data.gov.mo/document/download/b7ef2411-a129-4979-a1e4-fd072b58c2dc?token=null&isNeedFile=0&lang=TC,每季,33,48,2023-08-31 12:36:19,2019-05-09 11:26:02
bdd4e4c9-4a0f-47b5-ac84-1471c326cd5d,澳門區域旅遊數據 - 按時段及統計分區的旅客人數,澳门区域旅游数据 - 按时段及统计分区的旅客人数,Dados Turísticos Regionais de Macau - Número de visitantes por período de tempo e zonas estatísticas,,澳門區域旅遊數據 - 按時段及統計分區的旅客人數,澳门区域旅游数据 - 按时段及统计分区的旅客人数,Dados Turísticos Regionais de Macau - Número de visitantes por período de tempo e zonas estatísticas,,旅遊及博彩   ,旅游及博彩   ,Turismo e Jogo   ,,完全開放,XLSX,否,旅遊局,旅游局,Direcção dos Serviços de Turismo,,(853)28315566,webmaster@macaotourism.gov.mo,https://api.data.gov.mo/document/download/bdd4e4c9-4a0f-47b5-ac84-1471c326cd5d?token=null&isNeedFile=0&lang=TC,每月,947,48,2023-08-25 14:35:56,2023-04-28 10:06:51
c4810513-98a6-455c-8ef9-78a5de398164,外地建築工人平均日薪,外地建筑工人平均日薪,Salário diário médio dos trabalhadores da construção não residentes,,外地建築工人之日薪總和除以外地建築工人數目。,外地建筑工人之日薪总和除以外地建筑工人數目。,Refere-se à soma dos salários diários dos trabalhadores da construção não residentes dividida pelo número de trabalhadores da construção não residentes.,,住房人口   ,住房人口   ,Habitação e População   ,,完全開放,XLSX,否,統計暨普查局,统计暨普查局,Direcção dos Serviços de Estatística e Censos,,(853) 8399 5311,info@dsec.gov.mo ,https://api.data.gov.mo/document/download/c4810513-98a6-455c-8ef9-78a5de398164?token=null&isNeedFile=0&lang=TC,每季,33,48,2023-08-03 17:08:15,2020-08-13 14:40:31
e856f283-4385-4717-bc87-7a0ad2f3a84e,治安警察局服務承諾履行情況,治安警察局服务承诺履行情况,Corpo de Polícia de Segurança Pública de Macau Carta de Qualidade,,治安警察局服務承諾履行情況,治安警察局服务承诺履行情况,Corpo de Polícia de Segurança Pública de Macau Carta de Qualidade,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,XLSX,否,治安警察局,治安警察局,CPSP,,87905684,cfLao@fsm.gov.mo,https://api.data.gov.mo/document/download/e856f283-4385-4717-bc87-7a0ad2f3a84e?token=null&isNeedFile=0&lang=TC,按需要,32,48,2023-02-08 16:57:54,2021-12-03 15:00:46
062ad8ea-3cb6-4d21-bb1f-b33815891e11,就讀海事課程人次統計,就读海事课程人次统计,Estatísticas sobre o número de pessoas que frequentaram os cursos marítimos,,航海學校2018至2022年每年就讀海事課程的人次,航海学校2018至2022年每年就读海事课程的人次,Número de pessoas que frequentaram os cursos marítimos da EP por ano entre 2018 e 2022,,教育   ,教育   ,Educação   ,,完全開放,XLSX,否,海事及水務局,海事及水務局,DSAMA,,28588866,escola@marine .gov.mo,https://api.data.gov.mo/document/download/062ad8ea-3cb6-4d21-bb1f-b33815891e11?token=null&isNeedFile=0&lang=TC,每年,24,47,2023-02-28 10:55:06,2021-11-01 17:46:02
22fd734e-fbb1-4517-a2e5-1a8e694b7454,衛生範疇健康指標統計,卫生范畴健康指标统计,"Estatísticas de indicadores de Saúde, na área de saúde",,衛生範疇中，健康指標統計,卫生范畴中，健康指标统计,"Estatísticas de indicadores de Saúde, na área de saúde",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/22fd734e-fbb1-4517-a2e5-1a8e694b7454?token=null&isNeedFile=0&lang=TC,每年,40,47,2022-11-26 16:20:54,2019-11-13 09:56:28
31394fa0-5b8a-4561-9bde-150c485ad7b1,疾病預防控制範疇按事故類別劃分的傷害事故死亡人數,疾病预防控制范畴按事故类别划分的伤害事故死亡人数,"Número de óbitos de acidente, na área de prevenção e controlo de doenças, de acordo com o tipo de acidente",,疾病預防控制範疇中，以事故類別劃分的傷害事故死亡人數,疾病预防控制范畴中，以事故类别划分的伤害事故死亡人数,"Número de óbitos de acidente, na área de prevenção e controlo de doenças, de acordo com o tipo de acidente",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/31394fa0-5b8a-4561-9bde-150c485ad7b1?token=null&isNeedFile=0&lang=TC,每年,41,47,2022-11-26 13:10:40,2019-11-13 09:52:34
a63ed7a4-c86e-48d2-b3e8-870155e8d156,CEPA澳門服務提供者證明書,CEPA澳门服务提供者证明书,Certificado de Prestador de Serviços de Macau do CEPA,,提供按行業類別分類的CEPA澳門服務提供者證明書統計資料,提供按行业类别分类的CEPA澳门服务提供者证明书统计资料,Dados estatísticos de Certificado de Prestador de Serviço no âmbito do CEPA disponibilizados de acordo com os sectores de serviços classificados,,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,CSV,否,經濟及科技發展局,经济及科技发展局,Direcção dos Serviços de Economia e Desenvolvimento Tecnológico,,(853) 2888 2088,info@dsedt.gov.mo,https://api.data.gov.mo/document/download/a63ed7a4-c86e-48d2-b3e8-870155e8d156?token=null&isNeedFile=0&lang=TC,每季,37,47,2023-07-04 11:38:33,2020-10-30 12:03:28
e49ac4a5-83c1-48f8-8317-e783f4a1867e,壓縮式垃圾收集點,压缩式垃圾收集点,Pontos de recolha de lixo compactado,,提供各區壓縮式垃圾收集點的使用及位置資訊。,提供各区压缩式垃圾收集点的使用及位置信息。,Informações disponíveis sobre o uso e a localização dos pontos de recolha de lixo compactado de diversas zonas,,城市環境   ,城市环境   ,Ambiente Urbano   ,,完全開放,JSON,否,市政署,市政署,Instituto para os Assuntos Municipais,,(853) 2833 7676,ccgo@iam.gov.mo,https://api.data.gov.mo/document/download/e49ac4a5-83c1-48f8-8317-e783f4a1867e?token=null&isNeedFile=0&lang=TC,每日,10,47,2023-09-19 20:00:02,2021-09-23 12:28:33
0de74d36-1b39-4c72-a59f-ce271f6777f7,實用專利註冊申請量,实用专利注册申请量,Números dos Pedidos de Registo de Patente de Utilidade,,按每月方式，提供實用專利註冊申請統計資料,按每月方式，提供实用专利注册申请统计资料,Dados estatísticos dos pedidos de registo de patente de utilidade disponibilizados mensalmente,,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,CSV,否,經濟及科技發展局,经济及科技发展局,Direcção dos Serviços de Economia e Desenvolvimento Tecnológico,,(853) 2888 2088,info@dsedt.gov.mo,https://api.data.gov.mo/document/download/0de74d36-1b39-4c72-a59f-ce271f6777f7?token=null&isNeedFile=0&lang=TC,每月,30,46,2023-09-05 16:20:16,2020-09-16 12:08:14
1503cd84-60bd-473f-825f-bdfc9905aef8,退休及撫卹制度-撫卹金份數,退休及抚恤制度-抚恤金份数,Regime de Aposentação e Sobrevivência – Número de pensões de sobrevivência,,按年統計退休及撫卹制度中領取撫卹金之數目,按年统计退休及抚恤制度中领取抚恤金之数目,Estatística do número de pensões de sobrevivência recebidas do Regime de Aposentação e Sobrevivência por ano,,行政及法律事務   ,行政及法律事务   ,Assuntos Administrativo e Jurídico   ,,完全開放,CSV,否,退休基金會,退休基金会,Fundo de Pensões,,2835 6556,fp@fp.gov.mo,https://api.data.gov.mo/document/download/1503cd84-60bd-473f-825f-bdfc9905aef8?token=null&isNeedFile=0&lang=TC,每年,25,46,2023-06-12 11:49:35,2020-10-14 12:22:41
69a97b47-95f6-447a-9a86-77a7036f1e18,鼓勵企業升級發展補貼計劃統計 - 受惠行業,鼓励企业升级发展补贴计划统计 - 受惠行业,Estatística do “Plano de Bonificação para Incentivar o Desenvolvimento e a Valorização Empresarial” – Actividades económicas beneficiadas,,提供鼓勵企業升級發展補貼計劃受惠行業統計數據,提供鼓励企业升级发展补贴计划受惠行业统计数据,Dados estatísticos das actividades económicas beneficiadas pelo “Plano de Bonificação para Incentivar o Desenvolvimento e a Valorização Empresarial”,,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,CSV,否,經濟及科技發展局,经济及科技发展局,Direcção dos Serviços de Economia e Desenvolvimento Tecnológico,,(853) 2888 2088,info@dsedt.gov.mo,https://api.data.gov.mo/document/download/69a97b47-95f6-447a-9a86-77a7036f1e18?token=null&isNeedFile=0&lang=TC,每季,13,46,2023-07-18 11:41:57,2021-05-10 12:31:53
93fc6528-af82-44ad-b86a-5b43d1639195,救護車出勤宗數,救护车出勤宗数,Os casos da saída de ambulância ,,"根據經第18/2016號行政法規重新公布的第24/2001號行政法規《消防局組織及運作》，消防局任務包括：在發生火災、水災、倒塌等一切危及人命或人身完整以及財產之災難時提供救助等。 
因此，為持續優化消防局的滅火救援工作，本局會定期將收集到的救援車輛出勤數據進行整合分析，以便製作更具針對性救援及宣教方案。
根據經第18/2016號行政法規重新公布的第24/2001號行政法規《消防局組織及運作》，消防局任務包括：對緊急病人及遇難人提供救助等。
因此，為持續優化消防局救護服務工作，本局會定期將收集到的救護車輛出勤數據進行整合分析，以便製作更具針對性救護及宣教方案。","根据经第18/2016号行政法规重新公布的第24/2001号行政法规《消防局组织及运作》，消防局任务包括：在发生火灾、水灾、倒塌等一切危及人命或人身完整以及财产之灾难时提供救助等。 
因此，为持续优化消防局的灭火救援工作，本局会定期将收集到的救援车辆出勤数据进行整合分析，以便制作更具针对性救援及宣教方案。
根据经第18/2016号行政法规重新公布的第24/2001号行政法规《消防局组织及运作》，消防局任务包括：对紧急病人及遇难人提供救助等。
因此，为持续优化消防局救护服务工作，本局会定期将收集到的救护车辆出勤数据进行整合分析，以便制作更具针对性救护及宣教方案。","De acordo com o Regulamento Administrativo n.º 24/2001 - Organização e funcionamento do Corpo de Bombeiros, republicado pelo Regulamento Administrativo n.º 18/2016, o Corpo de Bombeiros tem como missão prestar socorro em caso de incêndios, inundações, desabamentos e, de uma maneira geral, em todos os sinistros que ponham em risco a vida e/ou integridade física das pessoas, bem como os seus haveres.
Com o objectivo de optimizar constantemente as tarefas de combate a incêndios e socorro do Corpo de Bombeiros, esta Corporação irá proceder à integração e à análise dos dados de saída de veículos de socorro que foram recolhidos periodicamente, no sentido de elaborar os planos mais específicos de socorro e sensibilização e educação.
De acordo com o Regulamento Administrativo n.º 24/2001 - Organização e funcionamento do Corpo de Bombeiros, republicado pelo Regulamento Administrativo n.º 18/2016, o Corpo de Bombeiros tem como missão prestar socorro a sinistrados e a doentes, em estado de emergência.
Com o intuito de optimizar constantemente os trabalhos dos serviços de emergência médica do Corpo de Bombeiros, esta Corporação irá proceder à integração e à análise dos dados de saída de ambulâncias que foram recolhidos periodicamente, no sentido de elaborar os planos mais específicos de emergência médica e sensibilização e educação.",,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,"XLS,XLSX",否,消防局,消防局,CB,,研究及策劃廳/8989 1346,研究及策劃廳/kfku@fsm.gov.mo,https://api.data.gov.mo/document/download/93fc6528-af82-44ad-b86a-5b43d1639195?token=null&isNeedFile=0&lang=TC,每季,37,46,2023-08-29 09:43:20,2022-02-16 09:21:58
c803457f-8ced-48b6-8b00-eab0f50379d7,旅客詢問處,旅客询问处,Informações Turísticas,,旅客詢問處,旅客询问处,Informações Turísticas,,公共安全及出入境   旅遊及博彩   ,公共安全及出入境   旅游及博彩   ,Segurança Pública e Migração   Turismo e Jogo   ,,完全開放,XLSX,否,旅遊局,旅游局,Direcção dos Serviços de Turismo,,28315566,webmaster@macaotourism.gov.mo,https://api.data.gov.mo/document/download/c803457f-8ced-48b6-8b00-eab0f50379d7?token=null&isNeedFile=0&lang=TC,按需要,12,46,2022-05-04 18:53:30,2022-05-04 18:53:30
2eeecd02-bd20-49c1-b748-417d7fbea96d,社區醫療衛生 (其他)藥物業稽查及違規處理概況,社区医疗卫生 (其他)药物业稽查及违规处理概况,"Situação da inspecção da actividade farmacêutica e tratamento de infracções, na área de cuidados de saúde comunitários(outros)  ",,社區醫療衛生 (其他)藥物業稽查及違規處理概況,社区医疗卫生 (其他)药物业稽查及违规处理概况,"Situação da inspecção da actividade farmacêutica e tratamento de infracções, na área de cuidados de saúde comunitários(outros)  ",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/2eeecd02-bd20-49c1-b748-417d7fbea96d?token=null&isNeedFile=0&lang=TC,每年,71,45,2022-11-26 15:48:23,2019-11-13 09:54:18
7c3820ce-a13b-4058-9ade-613303c91c8a,人力資源範疇衛生局人員數目,人力资源范畴卫生局人员数目,"Número de trabalhadores dos Serviços de Saúde, na área de recursos humanos",,人力資源範疇中，衛生局人員數目,人力资源范畴中，卫生局人员数目,"Número de trabalhadores dos Serviços de Saúde, na área de recursos humanos",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/7c3820ce-a13b-4058-9ade-613303c91c8a?token=null&isNeedFile=0&lang=TC,每年,64,45,2022-11-26 13:10:46,2019-11-13 09:52:21
837a6043-1ea8-44f4-8762-34b774cc610f,人力資源範疇實習醫生概況,人力资源范畴实习医生概况,"Situação dos internos, na área de recursos humanos ",,人力資源範疇中，實習醫生概況,人力资源范畴中，实习医生概况,"Situação dos internos, na área de recursos humanos",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/837a6043-1ea8-44f4-8762-34b774cc610f?token=null&isNeedFile=0&lang=TC,每年,64,45,2022-11-26 11:59:19,2019-11-13 09:51:41
c17914b9-4c40-4082-be4f-8cfd5350dd80,機場設施使用證明書,机场设施使用证明书,Certificado de uso de instalações aeroportuárias,,每半年提供澳門國際機場設施使用證明書的相關資料,每半年提供澳门国际机场设施使用证明书的相关资料,Fornecer informações relevantes sobre o certificado de utilização das instalações do Aeroporto Internacional de Macau de seis em seis meses,,公共交通   ,公共交通   ,Transportes Públicos   ,,完全開放,XLSX,否,民航局,民航局,Autoridade de Aviação Civil,,(853) 2851 1213,aacm@aacm.gov.mo,https://api.data.gov.mo/document/download/c17914b9-4c40-4082-be4f-8cfd5350dd80?token=null&isNeedFile=0&lang=TC,每半年,20,45,2023-04-03 17:30:35,2021-09-06 09:38:55
18017be6-489c-4b94-b7b7-33ea10554b73,接受短期食物補助服務的人次及涉及金額,接受短期食物补助服务的人次及涉及金额,Número de pessoas por vezes que recebem o serviço de apoio alimentar de curto prazo e o respectivo montante envolvido,,接受短期食物補助服務的人次及涉及金額,接受短期食物补助服务的人次及涉及金额,Número de pessoas por vezes que recebem o serviço de apoio alimentar de curto prazo e o respectivo montante envolvido,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,XLSX,否,社會工作局,社會工作局,Instituto de Acção Social,,社會工作局/83997533,社會工作局/ddpp@ias.gov.mo,https://api.data.gov.mo/document/download/18017be6-489c-4b94-b7b7-33ea10554b73?token=null&isNeedFile=0&lang=TC,每季,13,44,2023-09-04 12:01:15,2022-04-25 10:55:31
190885f5-b2e4-481a-bd48-20f98cefdeb0,社區醫療衛生 (衛生中心)尋求初級衛生保健的首十個求診原因,社区医疗卫生 (卫生中心)寻求初级卫生保健的首十个求诊原因,"As primeiras dez causas de procura dos cuidados de saúde primários, na área de cuidados de saúde comunitários (centros de saúde)",,社區醫療衛生 (衛生中心)尋求初級衛生保健的首十個求診原因,社区医疗卫生 (卫生中心)寻求初级卫生保健的首十个求诊原因,"As primeiras dez causas de procura dos cuidados de saúde primários, na área de cuidados de saúde comunitários (centros de saúde)",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/190885f5-b2e4-481a-bd48-20f98cefdeb0?token=null&isNeedFile=0&lang=TC,每年,72,44,2022-11-26 15:48:13,2019-11-13 09:55:02
34316b06-b63d-4c72-be39-99fa19dcc819,違反道路交通法/規章,違反道路交通法/規章,Infracções relativas à Lei do Trânsito Rodoviário e ao Regulamento do  Código da Estrada ,,違反道路交通法/規章,違反道路交通法/規章,Infracções relativas à Lei do Trânsito Rodoviário e ao Regulamento do  Código da Estrada ,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,XLSX,否,治安警察局,治安警察局,CPSP,,87905437,ksleung@fsm.gov.mo,https://api.data.gov.mo/document/download/34316b06-b63d-4c72-be39-99fa19dcc819?token=null&isNeedFile=0&lang=TC,每年,27,44,2023-02-01 15:11:05,2022-01-20 15:56:03
87db05f2-1040-45d5-a189-c72db7c70395,社區醫療衛生 (其他)按病毒學檢驗項目劃分的檢驗數目,社区医疗卫生 (其他)按病毒学检验项目划分的检验数目,"Número de análises por modalidade de análise virológica, na área  de cuidados de saúde comunitários(outros)",,社區醫療衛生 (其他)按病毒學檢驗項目劃分的檢驗數目,社区医疗卫生 (其他)按病毒学检验项目划分的检验数目,"Número de análises por modalidade de análise virológica, na área  de cuidados de saúde comunitários(outros)",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/87db05f2-1040-45d5-a189-c72db7c70395?token=null&isNeedFile=0&lang=TC,每年,75,44,2022-11-26 15:48:17,2019-11-13 09:54:44
f4d024f4-084d-4332-9d6d-cf7cce42b7e2,財務管理範疇醫療補貼計劃,财务管理范畴医疗补贴计划,"Programa de comparticipação nos cuidados de saúde, na área de gestão financeira",,財務管理範疇中，醫療補貼計劃,财务管理范畴中，医疗补贴计划,"Programa de comparticipação nos cuidados de saúde, na área de gestão financeira",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/f4d024f4-084d-4332-9d6d-cf7cce42b7e2?token=null&isNeedFile=0&lang=TC,每年,32,44,2022-11-26 13:10:51,2019-11-13 09:52:25
4d051587-0ab4-4d8b-9f83-1accafc38ba2,中小企業專項信用保證計劃統計 - 受惠行業,中小企业专项信用保证计划统计 - 受惠行业,Estatística do “Plano de Garantia de Créditos a Pequenas e Médias Empresas Destinados a Projecto Específico” – Actividades económicas beneficiadas,,提供中小企業專項信用保證計劃受惠行業統計數據,提供中小企业专项信用保证计划受惠行业统计数据,Dados estatísticos das actividades económicas beneficiadas pelo “Plano de Garantia de Créditos a Pequenas e Médias Empresas Destinados a Projecto Específico”,,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,CSV,否,經濟及科技發展局,经济及科技发展局,Direcção dos Serviços de Economia e Desenvolvimento Tecnológico,,(853) 2888 2088,info@dsedt.gov.mo,https://api.data.gov.mo/document/download/4d051587-0ab4-4d8b-9f83-1accafc38ba2?token=null&isNeedFile=0&lang=TC,每月,33,43,2023-02-06 16:01:33,2020-10-30 12:01:38
6a952188-81a0-45c7-9beb-4520f08f52be,社區醫療衛生 (其他)捐血者概況,社区医疗卫生 (其他)捐血者概况,"Situação de dadores de sangue, na área de cuidados de saúde comunitários(outros)",,社區醫療衛生 (其他)捐血者概況,社区医疗卫生 (其他)捐血者概况,"Situação de dadores de sangue, na área de cuidados de saúde comunitários(outros)",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/6a952188-81a0-45c7-9beb-4520f08f52be?token=null&isNeedFile=0&lang=TC,每年,68,43,2022-11-26 15:48:18,2019-11-13 09:54:41
8333cdcd-578e-4407-986d-1603a56bb0a2,疾病預防控制範疇澳門防疫接種計劃主要覆蓋率,疾病预防控制范畴澳门防疫接种计划主要覆盖率,"Taxa de cobertura das principais vacinas, na área de prevenção e controlo de doenças",,疾病預防控制範疇中，澳門防疫接種計劃主要覆蓋率,疾病预防控制范畴中，澳门防疫接种计划主要覆盖率,"Taxa de cobertura das principais vacinas, na área de prevenção e controlo de doenças",,醫療衛生   ,医疗卫生   ,Saúde   ,,完全開放,XLSX,否,衛生局,卫生局,Serviços de Saúde,,83905000,info@ssm.gov.mo,https://api.data.gov.mo/document/download/8333cdcd-578e-4407-986d-1603a56bb0a2?token=null&isNeedFile=0&lang=TC,每年,30,43,2022-11-26 15:48:29,2019-11-13 09:53:42
